amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
100.0,825.0,230.0,2000.0,wind-powered,parastatal,per bucket,good,enough,shallow well,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,functional
100.0,1524.0,896.0,2008.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
100.0,825.0,450.0,1994.0,handpump,user-group,never pay,salty,dry,shallow well,hand pump,non functional
500.0,579.0,1800.0,2003.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,1271.0,3500.0,2011.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
33.0,717.0,450.0,2008.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
200.0,1245.0,1530.0,1995.0,handpump,user-group,monthly,good,enough,borehole,hand pump,non functional
50.0,9.0,1.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,331.0,250.0,2009.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,functional
100.0,305.0,236.0,1993.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,67.0,400.0,2007.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,341.0,1.0,2009.0,handpump,commercial,per bucket,salty,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,on failure,good,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,71.0,200.0,2011.0,other,user-group,never pay,good,enough,borehole,other,non functional
100.0,825.0,230.0,2000.0,gravity,user-group,per bucket,good,enough,shallow well,communal standpipe,non functional
100.0,38.0,1500.0,2009.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,825.0,1.0,2008.0,handpump,user-group,never pay,salty,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,salty,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,411.0,1.0,1975.0,other,user-group,unknown,salty,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1459.0,300.0,2011.0,handpump,user-group,unknown,salty,insufficient,shallow well,hand pump,functional
200.0,423.0,250.0,1998.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,enough,shallow well,other,functional
100.0,1383.0,50.0,2006.0,rope pump,commercial,other,salty,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,825.0,1.0,1974.0,motorpump,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,352.0,20.0,1976.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
500.0,1548.0,300.0,1998.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional
100.0,470.0,250.0,1987.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,1275.0,150.0,2005.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
500.0,1595.0,40.0,2009.0,rope pump,user-group,on failure,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,functional
200.0,557.0,230.0,1998.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,1421.0,61.0,1986.0,other,commercial,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,enough,shallow well,other,non functional
100.0,1570.0,450.0,1991.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,non functional
100.0,333.0,1.0,2007.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,294.0,400.0,1984.0,other,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,parastatal,unknown,good,enough,borehole,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,1373.0,600.0,1996.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,200.0,2006.0,other,commercial,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
500.0,166.0,300.0,1997.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,1463.0,400.0,2002.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,1677.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,200.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,other,non functional
1000.0,1308.0,350.0,2011.0,handpump,user-group,monthly,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,unknown,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100000.0,965.0,250.0,1998.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,milky,enough,shallow well,hand pump,functional
25.0,678.0,150.0,2008.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
500.0,258.0,300.0,2008.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional
100.0,16.0,25.0,2009.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
200.0,302.0,200.0,2003.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,milky,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,dry,borehole,other,non functional
100.0,825.0,123.0,2004.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,19.0,500.0,1960.0,submersible,commercial,never pay,good,enough,borehole,communal standpipe,non functional
50.0,63.0,120.0,2010.0,submersible,commercial,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,230.0,3020.0,1980.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
50.0,372.0,290.0,2007.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
30.0,9.0,1.0,2009.0,motorpump,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1280.0,690.0,2006.0,handpump,user-group,never pay,salty,insufficient,borehole,hand pump,functional
100.0,1024.0,185.0,2011.0,handpump,user-group,never pay,fluoride,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,unknown,dry,borehole,other,non functional
100.0,1135.0,400.0,1996.0,other,user-group,unknown,salty,enough,shallow well,other,non functional
500.0,277.0,260.0,2010.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,334.0,120.0,2010.0,other,user-group,never pay,salty,dry,shallow well,other,non functional
100.0,1484.0,400.0,2011.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,colored,insufficient,shallow well,hand pump,functional
500.0,429.0,150.0,1982.0,other,user-group,monthly,good,insufficient,shallow well,other,non functional
100.0,4.0,80.0,2009.0,other,user-group,never pay,good,enough,shallow well,other,functional
100.0,1461.0,300.0,1970.0,submersible,other,other,salty,enough,borehole,other,functional
100.0,1066.0,500.0,2006.0,other,user-group,unknown,good,enough,shallow well,other,non functional
3000.0,540.0,1.0,1999.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
20.0,42.0,150.0,2008.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,insufficient,shallow well,hand pump,functional
500.0,266.0,60.0,2008.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,1331.0,150.0,2003.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1325.0,550.0,1978.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,443.0,1.0,1983.0,other,user-group,unknown,salty,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional
50.0,1174.0,4500.0,2004.0,wind-powered,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,1441.0,200.0,1998.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1144.0,250.0,1999.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,355.0,100.0,1970.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
500.0,1506.0,140.0,2003.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,1549.0,1.0,2000.0,other,user-group,unknown,good,insufficient,shallow well,other,non functional
30.0,26.0,1.0,2011.0,handpump,commercial,per bucket,good,enough,shallow well,hand pump,functional
100.0,55.0,100.0,1990.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,functional
100.0,1530.0,1.0,1980.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional needs repair
5000.0,1141.0,460.0,1988.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
5000.0,468.0,1.0,2004.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,insufficient,shallow well,hand pump,functional
50.0,115.0,300.0,1988.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
10.0,825.0,459.0,2010.0,submersible,user-group,per bucket,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
100.0,1159.0,300.0,1996.0,other,user-group,never pay,good,insufficient,shallow well,other,functional needs repair
500.0,1484.0,134.0,2004.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,functional
100.0,825.0,3226.0,2005.0,motorpump,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
